DATE,DTB3
21/5/20,0.12
22/5/20,0.12
25/5/20,.
26/5/20,0.14
27/5/20,0.15
28/5/20,0.15
29/5/20,0.14
1/6/20,0.14
2/6/20,0.15
3/6/20,0.16
4/6/20,0.15
5/6/20,0.15
8/6/20,0.17
9/6/20,0.19
10/6/20,0.17
11/6/20,0.17
12/6/20,0.16
15/6/20,0.18
16/6/20,0.17
17/6/20,0.17
18/6/20,0.16
19/6/20,0.15
22/6/20,0.16
23/6/20,0.16
24/6/20,0.15
25/6/20,0.16
26/6/20,0.14
29/6/20,0.14
30/6/20,0.16
1/7/20,0.14
2/7/20,0.14
3/7/20,.
6/7/20,0.15
7/7/20,0.15
8/7/20,0.15
9/7/20,0.13
10/7/20,0.13
13/7/20,0.14
14/7/20,0.15
15/7/20,0.16
16/7/20,0.11
17/7/20,0.11
20/7/20,0.13
21/7/20,0.13
22/7/20,0.13
23/7/20,0.12
24/7/20,0.11
27/7/20,0.11
28/7/20,0.11
29/7/20,0.11
30/7/20,0.09
31/7/20,0.09
3/8/20,0.1
4/8/20,0.09
5/8/20,0.1
6/8/20,0.1
7/8/20,0.1
10/8/20,0.11
11/8/20,0.11
12/8/20,0.11
13/8/20,0.1
14/8/20,0.1
17/8/20,0.1
18/8/20,0.09
19/8/20,0.11
20/8/20,0.11
21/8/20,0.1
24/8/20,0.12
25/8/20,0.11
26/8/20,0.11
27/8/20,0.11
28/8/20,0.1
31/8/20,0.11
1/9/20,0.12
2/9/20,0.12
3/9/20,0.11
4/9/20,0.11
7/9/20,.
8/9/20,0.13
9/9/20,0.12
10/9/20,0.12
11/9/20,0.11
14/9/20,0.11
15/9/20,0.11
16/9/20,0.12
17/9/20,0.09
18/9/20,0.1
21/9/20,0.1
22/9/20,0.1
23/9/20,0.11
24/9/20,0.1
25/9/20,0.1
28/9/20,0.11
29/9/20,0.09
30/9/20,0.1
1/10/20,0.09
2/10/20,0.09
5/10/20,0.1
6/10/20,0.1
7/10/20,0.1
8/10/20,0.09
9/10/20,0.1
